date,open,high,low,close,volume
1617062400000,57635.46,59368.0,57071.35,58746.57,55122.443122
1617148800000,58746.57,59800.0,56769.0,58740.55,60975.542666
1617235200000,58739.46,59490.0,57935.45,58720.44,47415.61722
1617321600000,58720.45,60200.0,58428.57,58950.01,47382.418781
1617408000000,58950.01,59791.72,56880.0,57051.94,47409.852113
1617494400000,57051.95,58492.85,56388.0,58202.01,41314.081973
1617580800000,58202.01,59272.0,56777.77,59129.99,54258.01579
1617667200000,59129.99,59495.24,57413.02,57991.15,54201.000727
1617753600000,57990.03,58655.0,55473.0,55953.45,71228.405659
1617840000000,55953.44,58153.31,55700.0,58077.52,44283.147019
1617926400000,58077.52,58894.9,57654.0,58142.54,40831.884911
1618012800000,58142.55,61500.0,57900.01,59769.13,69906.424117
1618099200000,59769.13,60699.0,59232.52,60002.43,41156.715391
1618185600000,59998.8,61300.0,59350.59,59860.0,56375.037117
1618272000000,59860.01,63777.77,59805.15,63575.0,82848.688746
1618358400000,63575.01,64854.0,61301.0,62959.53,82616.343993
1618444800000,62959.53,63800.0,62020.0,63159.98,51649.70034
1618531200000,63158.74,63520.61,60000.0,61334.8,91764.139884
1618617600000,61334.81,62506.05,59580.91,60006.66,58912.256128
1618704000000,60006.67,60499.0,50931.3,56150.01,124882.131824
1618790400000,56150.01,57526.81,54221.58,55633.14,78229.042267
1618876800000,55633.14,57076.24,53329.96,56425.0,72744.482151
1618963200000,56425.0,56757.91,53536.02,53787.63,66984.756909
1619049600000,53787.62,55521.48,50500.0,51690.96,104656.631337
1619136000000,51690.95,52131.85,47500.0,51125.14,132230.780719
1619222400000,51110.56,51166.22,48657.14,50047.84,55361.512573
1619308800000,50047.84,50567.91,46930.0,49066.77,58255.645004
1619395200000,49066.76,54356.62,48753.44,54001.39,86310.802124
1619481600000,54001.38,55460.0,53222.0,55011.97,54064.034675
1619568000000,55011.97,56428.0,53813.16,54846.22,55130.459015
1619654400000,54846.23,55195.84,52330.94,53555.0,52486.019455
1619740800000,53555.0,57963.0,53013.01,57694.27,68578.910045
1619827200000,57697.25,58458.07,56956.14,57800.37,42600.351836
1619913600000,57797.35,57911.02,56035.25,56578.21,36812.878863
1620000000000,56578.21,58981.44,56435.0,57169.39,57649.931286
1620086400000,57169.39,57200.0,53046.69,53200.01,85324.625903
1620172800000,53205.05,58069.82,52900.0,57436.11,77263.923439
1620259200000,57436.11,58360.0,55200.0,56393.68,70181.671908
1620345600000,56393.68,58650.0,55241.63,57314.75,74542.747829
1620432000000,57315.49,59500.0,56900.0,58862.05,69709.906028
1620518400000,58866.53,59300.0,56235.66,58240.84,69806.11991
1620604800000,58240.83,59500.0,53400.0,55816.14,89586.34925
1620691200000,55816.14,56862.43,54370.0,56670.02,64329.54055
1620777600000,56670.02,58000.01,48600.0,49631.32,99842.789836
1620864000000,49537.15,51367.19,46000.0,49670.97,147332.002121
1620950400000,49671.92,51483.0,48799.75,49841.45,80082.204306
1621036800000,49844.16,50700.0,46555.0,46762.99,89437.449359
1621123200000,46762.99,49795.89,43825.39,46431.5,114269.812775
1621209600000,46426.83,46686.0,42001.0,43538.04,166657.172736
1621296000000,43538.02,45799.29,42250.02,42849.78,116979.860784
1621382400000,42849.78,43584.9,30000.0,36690.09,354347.243161
1621468800000,36671.23,42451.67,34850.0,40526.64,203017.596923
1621555200000,40525.39,42200.0,33488.0,37252.01,202100.888258
1621641600000,37263.35,38829.0,35200.62,37449.73,126542.243689
1621728000000,37458.51,38270.64,31111.01,34655.25,217136.046593
1621814400000,34681.44,39920.0,34031.0,38796.29,161630.893971
1621900800000,38810.99,39791.77,36419.62,38324.72,111996.228404
1621987200000,38324.72,40841.0,37800.44,39241.91,104780.773396
1622073600000,39241.92,40411.14,37134.27,38529.98,86547.158794
1622160000000,38529.99,38877.83,34684.0,35663.49,135377.62972
1622246400000,35661.79,37338.58,33632.76,34605.15,112663.092689
1622332800000,34605.15,36488.0,33379.0,35641.27,73535.386967
1622419200000,35641.26,37499.0,34153.84,37253.81,94160.735289
1622505600000,37253.82,37894.81,35666.0,36693.09,81234.66377
1622592000000,36694.85,38225.0,35920.0,37568.68,67587.372495
1622678400000,37568.68,39476.0,37170.0,39246.79,75889.106011
1622764800000,39246.78,39289.07,35555.15,36829.0,91317.799245
1622851200000,36829.15,37925.0,34800.0,35513.2,70459.62149
1622937600000,35516.07,36480.0,35222.0,35796.31,47650.206637
1623024000000,35796.31,36900.0,33300.0,33552.79,77574.952573
1623110400000,33556.96,34068.01,31000.0,33380.81,123251.189037
1623196800000,33380.8,37534.79,32396.82,37388.05,136607.597517
1623283200000,37388.05,38491.0,35782.0,36675.72,109527.284943
1623369600000,36677.83,37680.4,35936.77,37331.98,78466.0053
1623456000000,37331.98,37463.63,34600.36,35546.11,87717.54999
1623542400000,35546.12,39380.0,34757.0,39020.57,86921.025555
1623628800000,39020.56,41064.05,38730.0,40516.29,108522.391949
1623715200000,40516.28,41330.0,39506.4,40144.04,80679.622838
1623801600000,40143.8,40527.14,38116.01,38349.01,87771.976937
1623888000000,38349.0,39559.88,37365.0,38092.97,79541.307119
1623974400000,38092.97,38202.84,35129.29,35819.84,95228.042935
1624060800000,35820.48,36457.0,34803.52,35483.72,68712.449461
1624147200000,35483.72,36137.72,33336.0,35600.16,89878.17085
1624233600000,35600.17,35750.0,31251.23,31608.93,168778.873159
1624320000000,31614.12,33298.78,28805.0,32509.56,204208.179762
1624406400000,32509.56,34881.0,31683.0,33678.07,126966.100563
1624492800000,33675.07,35298.0,32286.57,34663.09,86625.80426
1624579200000,34663.08,35500.0,31275.0,31584.45,116061.130356
1624665600000,31576.09,32730.0,30151.0,32283.65,107820.375287
1624752000000,32283.65,34749.0,31973.45,34700.34,96613.244211
1624838400000,34702.49,35297.71,33862.72,34494.89,82222.267819
1624924800000,34494.89,36600.0,34225.43,35911.73,90788.79622
1625011200000,35911.72,36100.0,34017.55,35045.0,77152.197634
1625097600000,35045.0,35057.57,32711.0,33504.69,71708.266112
1625184000000,33502.33,33977.04,32699.0,33786.55,56172.181378
1625270400000,33786.54,34945.61,33316.73,34669.13,43044.578641
1625356800000,34669.12,35967.85,34357.15,35286.51,43703.475789
1625443200000,35288.13,35293.78,33125.55,33690.14,64123.874245
1625529600000,33690.15,35118.88,33532.0,34220.01,58210.596349
1625616000000,34220.02,35059.09,33777.77,33862.12,53807.521675
1625702400000,33862.11,33929.64,32077.0,32875.71,70136.48032
1625788800000,32875.71,34100.0,32261.07,33815.81,47153.939899
1625875200000,33815.81,34262.0,33004.78,33502.87,34761.175468
1625961600000,33502.87,34666.0,33306.47,34258.99,31572.647448
1626048000000,34259.0,34678.43,32658.34,33086.63,48181.403762
1626134400000,33086.94,33340.0,32202.25,32729.77,41126.361008
1626220800000,32729.12,33114.03,31550.0,32820.02,46777.823484
1626307200000,32820.03,33185.25,31133.0,31880.0,51639.576353
1626393600000,31874.49,32249.18,31020.0,31383.87,48499.864154
1626480000000,31383.86,31955.92,31164.31,31520.07,34012.242132
1626566400000,31520.07,32435.0,31108.97,31778.56,35923.716186
1626652800000,31778.57,31899.0,30407.44,30839.65,47340.468499
1626739200000,30839.65,31063.07,29278.0,29790.35,61034.049017
1626825600000,29790.34,32858.0,29482.61,32144.51,82796.265128
1626912000000,32144.51,32591.35,31708.0,32287.83,46148.092433
1626998400000,32287.58,33650.0,31924.32,33634.09,50112.863626
1627084800000,33634.1,34500.0,33401.14,34258.14,47977.550138
1627171200000,34261.51,35398.0,33851.12,35381.02,47852.928313
1627257600000,35381.02,40550.0,35205.78,37237.6,152452.512724
1627344000000,37241.33,39542.61,36383.0,39457.87,88397.267015
1627430400000,39456.61,40900.0,38772.0,40019.56,101344.528441
1627516800000,40019.57,40640.0,39200.0,40016.48,53998.439283
1627603200000,40018.49,42316.71,38313.23,42206.37,73602.784805
1627689600000,42206.36,42448.0,41000.15,41461.83,44849.791012
1627776000000,41461.84,42599.0,39422.01,39845.44,53953.186326
1627862400000,39850.27,40480.01,38690.0,39147.82,50837.351954
1627948800000,39146.86,39780.0,37642.03,38207.05,57117.435853
1628035200000,38207.04,39969.66,37508.56,39723.18,52329.35243
1628121600000,39723.17,41350.0,37332.7,40862.46,84343.755621
1628208000000,40862.46,43392.43,39853.86,42836.87,75753.941347
1628294400000,42836.87,44700.0,42446.41,44572.54,73396.740808
1628380800000,44572.54,45310.0,43261.0,43794.37,69329.092698
1628467200000,43794.36,46454.15,42779.0,46253.4,74587.884845
1628553600000,46248.87,46700.0,44589.46,45584.99,53814.643421
1628640000000,45585.0,46743.47,45341.14,45511.0,52734.901977
1628726400000,45510.67,46218.12,43770.0,44399.0,55266.108781
1628812800000,44400.06,47886.0,44217.39,47800.0,48239.370431
1628899200000,47799.99,48144.0,45971.03,47068.51,46114.359022
1628985600000,47068.5,47372.27,45500.0,46973.82,42110.711334
1629072000000,46973.82,48053.83,45660.0,45901.29,52480.574014
1629158400000,45901.3,47160.0,44376.0,44695.95,57039.341629
1629244800000,44695.95,46000.0,44203.28,44705.29,54099.415985
1629331200000,44699.37,47033.0,43927.7,46760.62,53411.75392
1629417600000,46760.62,49382.99,46622.99,49322.47,56850.352228
1629504000000,49322.47,49757.04,48222.0,48821.87,46745.136584
1629590400000,48821.88,49500.0,48050.0,49239.22,37007.887795
1629676800000,49239.22,50500.0,49029.0,49488.85,52462.541954
1629763200000,49488.85,49860.0,47600.0,47674.01,51014.594748
1629849600000,47674.01,49264.3,47126.28,48973.32,44655.830342
1629936000000,48973.32,49352.84,46250.0,46843.87,49371.277774
1630022400000,46843.86,49149.93,46348.0,49069.9,42068.104965
1630108800000,49069.9,49299.0,48346.88,48895.35,26681.063786
1630195200000,48895.35,49632.27,47762.54,48767.83,32652.283473
1630281600000,48767.84,48888.61,46853.0,46982.91,40288.35083
1630368000000,46982.91,48246.11,46700.0,47100.89,48645.52737
1630454400000,47100.89,49156.0,46512.0,48810.52,49904.65528
1630540800000,48810.51,50450.13,48584.06,49246.64,54410.770538
1630627200000,49246.63,51000.0,48316.84,49999.14,59025.644157
1630713600000,49998.0,50535.69,49370.0,49915.64,34664.65959
1630800000000,49917.54,51900.0,49450.0,51756.88,40544.835873
1630886400000,51756.88,52780.0,50969.33,52663.9,49249.667081
1630972800000,52666.2,52920.0,42843.05,46863.73,123048.802719
1631059200000,46868.57,47340.99,44412.02,46048.31,65069.3152
1631145600000,46048.31,47399.97,45513.08,46395.14,50651.66002
1631232000000,46395.14,47033.0,44132.29,44850.91,49048.26618
1631318400000,44842.2,45987.93,44722.22,45173.69,30440.4081
1631404800000,45173.68,46460.0,44742.06,46025.24,32094.28052
1631491200000,46025.23,46880.0,43370.0,44940.73,65429.15056
1631577600000,44940.72,47250.0,44594.44,47111.52,44855.85099
1631664000000,47103.28,48500.0,46682.32,48121.41,43204.71174
1631750400000,48121.4,48557.0,47021.1,47737.82,40725.08895
1631836800000,47737.81,48150.0,46699.56,47299.98,34461.92776
1631923200000,47299.98,48843.2,47035.56,48292.74,30906.47038
1632009600000,48292.75,48372.83,46829.18,47241.75,29847.24349
1632096000000,47241.75,47347.25,42500.0,43015.62,78003.524443
1632182400000,43016.64,43639.0,39600.0,40734.38,84534.080485
1632268800000,40734.09,44000.55,40565.39,43543.61,58349.05542
1632355200000,43546.37,44978.0,43069.09,44865.26,48699.57655
1632441600000,44865.26,45200.0,40675.0,42810.57,84113.426292
1632528000000,42810.58,42966.84,41646.28,42670.64,33594.57189
1632614400000,42670.63,43950.0,40750.0,43160.9,49879.99765
1632700800000,43160.9,44350.0,42098.0,42147.35,39776.84383
1632787200000,42147.35,42787.38,40888.0,41026.54,43372.2624
1632873600000,41025.01,42590.0,40753.88,41524.28,33511.53487
1632960000000,41524.29,44141.37,41410.17,43824.1,46381.22781
1633046400000,43820.01,48495.0,43283.03,48141.61,66244.87492
1633132800000,48141.6,48336.59,47430.18,47634.9,30508.98131
1633219200000,47634.89,49228.08,47088.0,48200.01,30825.05601
1633305600000,48200.01,49536.12,46891.0,49224.94,46796.49372
1633392000000,49224.93,51886.3,49022.4,51471.99,52125.66793
1633478400000,51471.99,55750.0,50382.41,55315.0,79877.545181
1633564800000,55315.0,55332.31,53357.0,53785.22,54917.37766
1633651200000,53785.22,56100.0,53617.61,53951.43,46160.25785
1633737600000,53955.67,55489.0,53661.67,54949.72,55177.08013
1633824000000,54949.72,56561.31,54080.0,54659.0,89237.836128
1633910400000,54659.01,57839.04,54415.06,57471.35,52933.165751
1633996800000,57471.35,57680.0,53879.0,55996.93,53471.2855
1634083200000,55996.91,57777.0,54167.19,57367.0,55808.44492
1634169600000,57370.83,58532.54,56818.05,57347.94,43053.336781
1634256000000,57347.94,62933.0,56850.0,61672.42,82512.908022
1634342400000,61672.42,62378.42,60150.0,60875.57,35467.88096
1634428800000,60875.57,61718.39,58963.0,61528.33,39099.24124
1634515200000,61528.32,62695.78,59844.45,62009.84,51798.44844
1634601600000,62005.6,64486.0,61322.22,64280.59,53628.107744
1634688000000,64280.59,67000.0,63481.4,66001.41,51428.934856
1634774400000,66001.4,66639.74,62000.0,62193.15,68538.64537
1634860800000,62193.15,63732.39,60000.0,60688.22,52119.35886
1634947200000,60688.23,61747.64,59562.15,61286.75,27626.93678
1635033600000,61286.75,61500.0,59510.63,60852.22,31226.57676
1635120000000,60852.22,63710.63,60650.0,63078.78,36853.83806
1635206400000,63078.78,63293.48,59817.55,60328.81,40217.50083
1635292800000,60328.81,61496.0,58000.0,58413.44,62124.49016
1635379200000,58413.44,62499.0,57820.0,60575.89,61056.35301
1635465600000,60575.9,62980.0,60174.81,62253.71,43973.90414
1635552000000,62253.7,62359.25,60673.0,61859.19,31478.12566
1635638400000,61859.19,62405.3,59945.36,61299.8,39267.63794
1635724800000,61299.81,62437.74,59405.0,60911.11,44687.66672
1635811200000,60911.12,64270.0,60624.68,63219.99,46368.2841
1635897600000,63220.57,63500.0,60382.76,62896.48,43336.09049
1635984000000,62896.49,63086.31,60677.01,61395.01,35930.93314
1636070400000,61395.01,62595.72,60721.0,60937.12,31604.48749
1636156800000,60940.18,61560.49,60050.0,61470.61,25590.57408
1636243200000,61470.62,63286.35,61322.78,63273.59,25515.6883
1636329600000,63273.58,67789.0,63273.58,67525.83,54442.094554
1636416000000,67525.82,68524.25,66222.4,66947.66,44661.378068
1636502400000,66947.67,69000.0,62822.9,64882.43,65171.504046
1636588800000,64882.42,65600.07,64100.0,64774.26,37237.98058
1636675200000,64774.25,65450.7,62278.0,64122.23,44490.10816
1636761600000,64122.22,65000.0,63360.22,64380.0,22504.97383
1636848000000,64380.01,65550.51,63576.27,65519.1,25705.07347
1636934400000,65519.11,66401.82,63400.0,63606.74,37829.37124
1637020800000,63606.73,63617.31,58574.07,60058.87,77455.15609
1637107200000,60058.87,60840.23,58373.0,60344.87,46289.38491
1637193600000,60344.86,60976.0,56474.26,56891.62,62146.99931
1637280000000,56891.62,58320.0,55600.0,58052.24,50715.88726
1637366400000,58057.1,59845.0,57353.0,59707.51,33811.5901
1637452800000,59707.52,60029.76,58486.65,58622.02,31902.22785
1637539200000,58617.7,59444.0,55610.0,56247.18,51724.32047
1637625600000,56243.83,58009.99,55317.0,57541.27,49917.85017
1637712000000,57541.26,57735.0,55837.0,57138.29,39612.04964
1637798400000,57138.29,59398.9,57000.0,58960.36,42153.51522
1637884800000,58960.37,59150.0,53500.0,53726.53,65927.87066
1637971200000,53723.72,55280.0,53610.0,54721.03,29716.99957
1638057600000,54716.47,57445.05,53256.64,57274.88,36163.7137
1638144000000,57274.89,58865.97,56666.67,57776.25,40125.28009
1638230400000,57776.25,59176.99,55875.55,56950.56,49161.05194
1638316800000,56950.56,59053.55,56458.01,57184.07,44956.63656
1638403200000,57184.07,57375.47,55777.77,56480.34,37574.05976
1638489600000,56484.26,57600.0,51680.0,53601.05,58927.69027
1638576000000,53601.05,53859.1,42000.3,49152.47,114203.373748
1638662400000,49152.46,49699.05,47727.21,49396.33,45580.82012
1638748800000,49396.32,50891.11,47100.0,50441.92,58571.21575
1638835200000,50441.91,51936.33,50039.74,50588.95,38253.46877
1638921600000,50588.95,51200.0,48600.0,50471.19,38425.92466
1639008000000,50471.19,50797.76,47320.0,47545.59,37692.68665
1639094400000,47535.9,50125.0,46852.0,47140.54,44233.57391
1639180800000,47140.54,49485.71,46751.0,49389.99,28889.19358
1639267200000,49389.99,50777.0,48638.0,50053.9,26017.93421
1639353600000,50053.9,50189.97,45672.75,46702.75,50869.52093
1639440000000,46702.76,48700.41,46290.0,48343.28,39955.98445
1639526400000,48336.95,49500.0,46547.0,48864.98,51629.181
1639612800000,48864.98,49436.43,47511.0,47632.38,31949.86739
1639699200000,47632.38,47995.96,45456.0,46131.2,43104.4887
1639785600000,46133.83,47392.37,45500.0,46834.48,25020.05271
1639872000000,46834.47,48300.01,46406.91,46681.23,29305.70665
